,tempo,spec_cent,spec_bw,rolloff,zcr,cqt_1,cqt_2,cqt_3,cqt_4,cqt_5,cqt_6,cqt_7,cqt_8,cqt_9,cqt_10,cqt_11,cqt_12,cqt_13,cqt_14,cqt_15,cqt_16,cqt_17,cqt_18,cqt_19,cqt_20,cqt_21,cqt_22,cqt_23,cqt_24,cqt_25,cqt_26,cqt_27,cqt_28,cqt_29,cqt_30,cqt_31,cqt_32,cqt_33,cqt_34,cqt_35,cqt_36,cqt_37,cqt_38,cqt_39,cqt_40,cqt_41,cqt_42,cqt_43,cqt_44,cqt_45,cqt_46,cqt_47,cqt_48,cqt_49,cqt_50,cqt_51,cqt_52,cqt_53,cqt_54,cqt_55,cqt_56,cqt_57,cqt_58,cqt_59,cqt_60,cqt_61,cqt_62,cqt_63,cqt_64,cqt_65,cqt_66,cqt_67,cqt_68,cqt_69,cqt_70,cqt_71,cqt_72,cqt_73,cqt_74,cqt_75,cqt_76,cqt_77,cqt_78,cqt_79,cqt_80,cqt_81,cqt_82,cqt_83,cqt_84,cqt_85,cqt_86,cqt_87,cqt_88,cqt_89,cqt_90,cqt_91,cqt_92,cqt_93,cqt_94,cqt_95,cqt_96,cqt_97,cqt_98,cqt_99,cqt_100,cqt_101,cqt_102,cqt_103,cqt_104,cqt_105,cqt_106,cqt_107,cqt_108,cqt_109,cqt_110,cqt_111,cqt_112,cqt_113,cqt_114,cqt_115,cqt_116,cqt_117,cqt_118,cqt_119,cqt_120,cqt_121,cqt_122,cqt_123,cqt_124,cqt_125,cqt_126
0,129.19921875,4421.058666637494,3225.4273643542465,8925.5126953125,0.349609375,0.776113776905484,0.6741895301269929,0.5064413041963846,0.8921820111779317,0.42973695279437396,0.7859769626163435,0.6702632312631432,0.5122874215163679,0.8515248316878483,0.43530970148500214,0.9415371443504861,0.3405757276259067,0.8853397081694019,0.49619889906905046,0.5027371144466409,0.7939345030928142,0.33010718371873604,0.7528263195006095,0.37197576263338167,0.5203083589124651,0.700361720585847,0.6518997616193818,0.5128675100653142,0.41160614022956044,0.5533119978479802,0.24221213586146623,0.6044175327224697,0.4583581398108959,0.29558300308514807,0.6295323827171155,0.3499383312297403,0.7361730831443183,0.22008497554958895,0.5990453010292383,0.45392814974801643,0.38939243691501135,0.6471390081141306,0.32793920995539905,0.5260835721144907,0.2435157330014316,0.37602832820305443,0.6412550682858578,0.592493576952428,0.5986322320651054,0.4576786559267725,0.5706215776131731,0.4703422549798023,0.5337584108644382,0.5865050998643793,0.4501380790608741,0.6599867295407945,0.45386826697396,0.7303796499869035,0.4755608152701189,0.6607865967776565,0.9300167020351437,0.5416028726788159,0.9531006216207287,0.6217400134234297,0.7036203810039816,0.8510801391744383,0.60140165672581,0.8892611572151334,0.47269768448523264,0.6958488305004261,0.49665953622091163,0.6913968140913671,0.6216194682120691,0.5701111116496926,0.706877708298616,0.5569931890850521,0.7390558835383837,0.6313191215638143,0.7587556117569999,0.4406690043633864,0.5684381572502626,0.6083308209915479,0.6387635341887677,0.6857928579279147,0.4816761549724874,0.6364102846690839,0.5735761381650734,0.6955383075014023,0.5998172281338812,0.7963376950753436,0.51313094834709,0.8073076651071771,0.6675779175416798,0.6591061829145135,0.8210887745785858,0.6869551210079731,0.7877018834453562,0.7240963560816296,0.6497808929063758,0.7151630397701894,0.942957250300664,0.9030882672805938,0.6646676406231274,0.9744790016969194,0.7338570293764288,0.9880101499700812,0.917461171285652,0.8112023748418998,1.0,0.5724011314121608,0.9380679910914371,0.5759549329456335,0.8636818332968416,0.8271950076072245,0.5386947794409293,0.9279187045798098,0.6009828386442264,0.8812540866231948,0.7718370682117067,0.6864810031510793,0.6092023730272838,0.44495799833634236,0.7883069366163546,0.5174895580366694,0.8404979334806983,0.7035004564517493,0.5045952459814806,0.7647460621682076,0.463030532017156,0.7615590306092007,0.4881565538560248
1,129.19921875,3782.1545572589803,3253.434464614108,8451.7822265625,0.24560546875,0.5560553983637235,0.9000544441579901,0.5535847915107678,0.852061760565024,0.7367361218877879,0.7307664637591269,0.9275861960549682,0.5656474010120345,0.7528598516703985,0.9895864155072785,0.6134925538613356,0.42876850745259376,0.5377718617141859,0.7829748428744654,0.35951329248901276,0.8388490927431855,0.5992292953481861,0.6379816835263832,0.7009107653678482,0.36726095528804625,0.8227440324865986,0.3230142726724373,0.7230866761862651,0.2777419306330961,0.4518712153263337,0.39050042884622904,0.46952585158357163,0.7311563283753779,0.29940561848741487,0.6633785818735514,0.5367396779447409,0.46931153638946166,0.31288192401421566,0.3527179026042152,0.5719506360926305,0.2658950093695943,0.5742293699674808,0.4425569766417622,0.42381764064068816,0.5071636538951646,0.35205663507645507,0.5517743441006733,0.4242918158270153,0.6915712575282265,0.42610333371930326,0.5333041213484625,0.5503124439222655,0.47868403912667035,0.640122233080632,0.48493589510375984,0.6032955743527917,0.5094512419460755,0.5135486045793863,0.9305935730395773,0.6004880083344543,0.8180140942072811,0.5864944815882129,0.6240240879371886,0.8015968568204843,0.5682513830168987,0.9257563222355715,0.6726800657873874,0.6507789768049458,0.5850841969146132,0.6714940879996316,0.655049460477429,0.6620739446171773,0.6463033368230631,0.5959224701053818,0.6689419652306445,0.6644842392021785,0.5993590285181291,0.6265207208313373,0.4555090436642031,0.5854488264258739,0.6360668328740133,0.6334762756058181,0.5066621474265706,0.46035672727260907,0.5973306907687265,0.6754822175455949,0.5756317627469579,0.42504490733314315,0.5502780084171032,0.7167397249839024,0.6595972058703028,0.6986934676832839,0.7421859664974831,0.49986564136933537,0.8104124151183375,0.5420250489039853,0.688537131097396,0.8404770728399902,0.5918650258264976,0.766626016027244,0.7219303873251681,0.9928438232478158,0.6568296888277795,0.9684333680812487,0.905532712257296,0.6209749795437416,0.9953679795837989,0.7936706406800951,0.9998470055955075,0.7729438850549494,0.8242892025871509,0.8301983884315693,0.6604639668428942,0.9196994118571653,0.6310226439085397,0.8055519901900852,0.6879968127220633,0.6511531093810401,0.9005359472131182,0.5338309181018804,0.8645413437488152,0.5064334912261412,0.8158525496883682,0.7016739222334254,0.5018768370220514,0.7741110648064272,0.48655604956783916,0.7892198638486849,0.3987220897046362,0.6446212966158603,0.6465018324153732
2,129.19921875,3273.5397404998257,3211.410464396846,7784.2529296875,0.19384765625,0.6958353523993848,0.7362975960963025,0.8357341775305549,0.5611185265522485,0.7390714103589637,0.7247446433337064,0.9213342612739845,0.6534636487327581,0.6386811991341939,0.8426857120720883,0.6905889485634241,0.6803925035874914,0.3917371710694286,0.705417579974386,0.3622010209083214,0.5312062659174177,0.7671934515086696,0.41388928205224207,0.7941793065447571,0.42266784900501186,0.5346293390470411,0.6137674920039695,0.6061827607387675,0.41780297449345316,0.3379820941360966,0.5143040889071759,0.3464844102696857,0.5557941963872662,0.27362355710965125,0.29523396347447617,0.47276870716883873,0.5061937523964026,0.6164139461788112,0.3562404237029087,0.5570134903870925,0.25279527644800326,0.43412888425223894,0.6915041125672332,0.28516819436348595,0.49978356869454604,0.37430652381391216,0.3965813661521651,0.6851395733858772,0.5058127411801313,0.547921747989409,0.4905842214036785,0.5616676192737936,0.5381671192302375,0.6476330097363965,0.5127552254026073,0.35221052786714013,0.5201839104001157,0.6250697750994019,0.8989522033544887,0.6639536338763665,0.7575184054164862,0.7577937051027392,0.685952172594745,0.8894942211796757,0.6352432885297509,0.7055718523528123,0.6768971955843512,0.4710208877963389,0.6776666526721804,0.5255106757184476,0.684266330041047,0.6015532312241665,0.6248555690940356,0.6544527676625167,0.6358000765242691,0.7167390716980208,0.6082157551287564,0.6747445786568076,0.3828618970116423,0.6003033476639694,0.4249752098959112,0.5853132945711015,0.5365187460505363,0.5829522832755216,0.67227424699814,0.5687886457195919,0.5923061419100909,0.5950261318130349,0.6549253173035066,0.410608529690778,0.7402124305933139,0.6197510940464345,0.7936436817983887,0.717035044392551,0.6367694590988877,0.7450328599576796,0.6293496196434204,0.7466756491783317,0.6849956894159326,0.5246881198058795,0.8551843171376272,0.9704140503169316,0.956123501844445,0.9583806474241475,1.0,0.7578897627005979,0.9837117015606847,0.9258639385869789,0.7175623831683831,0.9763802642232489,0.4636644509744202,0.915573743218909,0.5431243542799968,0.8497426411865195,0.8398210605671854,0.7215644156974361,0.9229849094218172,0.5992373441450162,0.8043412804927348,0.7640651236519023,0.7276143142859934,0.7643401680843582,0.5307546217677861,0.8282379559112827,0.5199577298062688,0.8037352266790225,0.6399434664435893,0.6372076709298162,0.7814712492007752,0.4942534283151462,0.8115930683999137
3,129.19921875,2831.371890878942,3002.648361254484,7159.7900390625,0.151123046875,0.6857477850844081,0.6148514415208819,0.8654533836838885,0.47895481561834063,0.6177939258686775,0.6668427061235644,0.5431495629898406,0.706728679748174,0.49816564399717833,0.7712959591802553,0.35349208082185857,0.6658488181027913,0.3773594150364442,0.49118196528572344,0.39028197542801535,0.42527891128036155,0.7330853964393353,0.3076309025129694,0.5257378929111678,0.5932337555431342,0.40209922306884766,0.5114456188494807,0.3217179108206988,0.5480585035121613,0.2688680468383905,0.45358567080197604,0.44792320190329604,0.38083104540933255,0.5134205737527688,0.25014091999448174,0.5093724217966342,0.25323612379441873,0.5583125731161346,0.334251730319953,0.500309083527521,0.4352821478911163,0.280516136759232,0.5956853629387375,0.2595547872561258,0.4452698410155054,0.47695556195426336,0.3466567219096742,0.5932664813252806,0.47344778006433275,0.6353507002214274,0.5146805635121103,0.45760801074964896,0.6133679717380359,0.5630269113989623,0.684612816725233,0.4399762852771498,0.5336652768309615,0.7604106283245058,0.6728540476242117,0.8299158082021714,0.6590283761257307,0.9536869895474511,0.6718330167755568,0.8060936852321572,0.9172027614423373,0.749705430755107,0.854823813696886,0.6359107079607821,0.6884256719047013,0.5465270473938555,0.6855555416491972,0.5835056601889361,0.552386507005918,0.7097780938524831,0.6332951854934323,0.5528984251653533,0.5076576293464059,0.6907679352289808,0.5533090645202258,0.5304792919069935,0.5767640399163055,0.708812390569556,0.5189717229703021,0.4489301803251522,0.8386896579411791,0.541596581365347,0.5890931810748568,0.7832330501334086,0.6097156779396542,0.6101845223685717,0.8321810773439655,0.7414219414087035,0.7231978707715403,0.8021881434032117,0.8432390149640715,0.8837929689192145,0.7326893080000663,0.678704781363108,0.7725873184931733,0.6765005739858991,1.0,0.8830499886886366,1.0,0.8369513015986505,1.0,0.9465072196123356,0.90730435587914,1.0,0.86065618249026,0.9841941397523346,0.47707576679970065,0.8163477307924865,0.7904278585594674,0.6465880737387028,0.7967597464170468,0.6016382091849688,0.878454518377289,0.8020337663951829,0.6726244253519955,0.8863041149491878,0.3995101161465425,0.6985614485384251,0.5540660806743951,0.7620538121702913,0.4703935479388639,0.6010662495800613,0.8304027407106367,0.4975509901977061,0.7588071337111522,0.6438383613853961,0.7022243028267348
4,129.19921875,2568.9046033338964,2670.0179133851034,5743.98193359375,0.1162109375,0.7132110971277774,0.4840271098344161,0.7677832759481481,0.5055872111940234,0.5337145758924116,0.7655811498551461,0.44296256394806527,0.6306734957690483,0.5640552553427152,0.6470695229195003,0.39302975850955313,0.48315076921265343,0.42154805298454934,0.3448515628092827,0.5449009125587809,0.2905789742113757,0.4681108180894839,0.473078971970059,0.3583325475166017,0.5093364464351723,0.30785179030936527,0.441595205179243,0.24131051996417277,0.4970767011653375,0.33195327895393656,0.3258746103336645,0.5652916697439703,0.23130928850593746,0.525989339158123,0.384040084887049,0.4501281663175063,0.24917414998656112,0.3969660637532639,0.5802511962306498,0.34918535070638207,0.48697637229039237,0.29136385271024734,0.5221063763440954,0.5044626562528334,0.3800586057332881,0.5041853801272964,0.3016461027659201,0.6071327790162784,0.5850192649605437,0.4942673945201538,0.6069212184178234,0.5295206980809837,0.6342511275294233,0.5826406859322166,0.6153315548011447,0.694757213833993,0.6229372078217059,0.6496930477985314,0.7314318937894874,0.8718771096180948,0.6808607123651969,0.8215901854628,0.907386737058842,0.678943301983544,0.9591794865818506,0.7735100697240407,0.6817224447308483,1.0,0.643575388355357,0.5760165386077524,0.6011657901890386,0.6616443335811115,0.6514238727792567,0.6837966193411686,0.5309167648858519,0.47687350830788605,0.6243835036598089,0.7263734222967322,0.4957407470555407,0.5901965727507723,0.6444705158369448,0.565138708680861,0.5733611996830735,0.5333164864506956,0.7976019389722946,0.5011950882354712,0.47030428776945177,0.7781139424562973,0.5421849729946555,0.8691104045129752,0.8052348403078708,0.8213649716212793,0.7453760347723091,0.9174772952399433,0.8740267605376966,0.6530664987108936,0.7627453656367462,0.8016318017086985,0.7937816525572106,0.45095615578498854,1.0,0.8830901637325645,0.9763087285669609,0.9803400926095482,0.8148448121861009,0.9953442778771626,0.9640204142278225,1.0,0.8365912245310192,0.7170193356118346,0.7513974391291458,0.5668250665490124,0.9199802316804934,0.4322736548208833,0.7703518337621442,0.7286181752093154,0.49979254816357294,0.8478266435380967,0.4439206187306919,0.7761207518719488,0.4451293408728188,0.7120074558431678,0.805469986465457,0.6374824582404272,0.774940111801746,0.49368503362934557,0.6895157237128642,0.5202197892364482,0.4537761168909885,0.6850057191138015,0.3525675975053395
5,129.19921875,2479.30389328249,2675.3976722903194,5641.69921875,0.106201171875,0.6973698756264146,0.533387558074651,0.6138197867795602,0.6701869803023202,0.4019585413016684,0.7123121798860201,0.41029797429351017,0.48725564920957515,0.7165372494997834,0.4258949844520069,0.6360926524619002,0.41428900492996656,0.5324038297914411,0.2551988613121368,0.5246832933651913,0.35412706409777894,0.3351336561817472,0.5713206030803231,0.2186867696722425,0.5342042886155609,0.2741809392295401,0.5603562406480669,0.42314604918687987,0.38069906324654246,0.5014965786876303,0.2646356742677981,0.46012557362657136,0.2863244128135328,0.3054703619146327,0.5556093474736804,0.27202862015875495,0.47134968174186853,0.38592854582317954,0.6208000231897278,0.292236841297394,0.40355173673865596,0.46298597723261603,0.24883876223014928,0.6414463480409885,0.2568764248743048,0.5560570295951204,0.33669650342270696,0.5461314460222355,0.6978189650394049,0.5560833182304827,0.6668011256433727,0.5150628435143438,0.5502725021543867,0.6227403363657333,0.5776438230889109,0.716021739263859,0.508048685975811,0.7446527442363436,0.9695939811716952,0.6986887020848978,1.0,0.9006264078611976,0.9416538679020684,0.8727374958604452,0.8911348856204266,1.0,0.6457131531217838,1.0,0.5946872841414286,0.7416465161921024,0.6455430708253711,0.646776484447167,0.5846584493072939,0.7233880109063808,0.6473589487998992,0.6799170098886811,0.6581976153136446,0.5909107211117242,0.8513825434531324,0.44455706568818665,0.8312173044040811,0.6213407801590061,0.710738992162397,0.7898780458887913,0.5688482007811446,0.6438540153900224,0.5275321079754125,0.8149345807687776,0.33215689874940074,0.8213972496508188,0.611276897974586,0.8780559593062913,0.8308458216808563,0.7240680041823595,0.746607828746329,0.6750294180537476,0.7855581273808347,0.6747524818654489,0.6459746890299535,0.8098914470087933,0.9146372454177676,0.9667086001244147,0.6955049840016158,1.0,0.6455538069051963,0.8378131192164215,0.9576567911672997,0.5867143034483768,0.9576078275595856,0.4309010052019165,0.794187951585733,0.46068201349306637,0.8420036326216718,0.6939084554267927,0.5705994681863269,0.857114857678588,0.3801550621349029,0.8024114211737121,0.4779535218801636,0.5113157716224421,0.49123536373608706,0.4356760301004765,0.7450393817742733,0.2686046115321943,0.7057345459389024,0.4544107624894478,0.4879418548104206,0.747700427479493,0.33071946647669304,0.7767965118171434,0.3310536811620054
6,129.19921875,2492.6669522464153,2709.0042023819783,5830.11474609375,0.0908203125,0.4836120734945327,0.6288886635053829,0.33327668286732154,0.6647619916696011,0.4546235262370192,0.566698266203334,0.6070344286706414,0.36429904224532805,0.7722609547980557,0.37573880328268927,0.752868253169247,0.2734464207007825,0.4792899518425495,0.3693287023867426,0.26137656330825343,0.6173056470346112,0.26040353207002964,0.4965143666491405,0.311741384379308,0.32258590972482304,0.7277824724430818,0.32776715135165757,0.557788883183268,0.22564454340610973,0.602325921307936,0.4131386405582954,0.44572546732657076,0.5601515589179112,0.2845108513108804,0.6096556055648703,0.265859526440734,0.7279092574874988,0.31270913385700194,0.5690699230235141,0.4729543825631351,0.3238647204176416,0.6263209138214251,0.351873179932902,0.45391190846087914,0.5200273908184211,0.5823181083177456,0.6379282993923643,0.6213628152286471,0.7260395660438679,0.5999131575608203,0.7203848493704056,0.6763409130423115,0.7175582998796999,0.6537630222098725,0.6407383750712645,0.6695020413901056,0.7256102600589102,0.6764428993910941,1.0,0.8060295919855116,1.0,1.0,0.8294291419463887,1.0,0.9757298992948986,1.0,0.9914305502852119,0.9491086420939656,0.5565622007315021,0.653886737669132,0.5617415014542425,0.6464132892288468,0.6480156920727616,0.6504563724841401,0.6695428307802713,0.57768564635491,0.7054490210904514,0.6003664533706934,0.6890336413632079,0.46007630307063296,0.7349412248731315,0.47238751035952664,0.43642350655491036,0.7223175722027229,0.48485290352948407,0.6122217848182754,0.5222768264889792,0.5429613506398593,0.5916366940109505,0.7581874093752721,0.8486010875447627,0.42478863313924176,0.730621338681471,0.3632339572621226,0.7655836763867692,0.8010424632953783,0.45096053476782616,0.7830959908515116,0.40388189518197737,0.8986482423348819,0.5738394777590283,0.9114021402641366,0.5025842908062719,0.6955297888168039,0.7152260952634559,0.4004722774596795,0.8899517960201734,0.3935750979336717,0.7891697533200497,0.7296361106476785,0.7220879148021184,0.43757349042022287,0.3790368141699168,0.8635499028133683,0.35335377378599,0.8118409177268668,0.5118233726936419,0.2834233583881701,0.8066226664934943,0.26090863267571207,0.7553390924063808,0.3231287313320361,0.6778292416517091,0.34493759904453825,0.4144856350702758,0.7064017905611897,0.3936562304352843,0.7496050420369422,0.43799249579110533,0.6153575715330225,0.618622894004976
7,129.19921875,2283.372476671051,2559.046609185101,5071.0693359375,0.07958984375,0.4131124975970608,0.7981732559359851,0.38108701731405903,0.6157404234126479,0.7169121313863533,0.5210677395460482,0.7796951263849407,0.4362397045312083,0.7013851888681756,0.550690282055734,0.4850491199678164,0.41779628148934456,0.3463185649679382,0.6348176933848115,0.29075998581803775,0.5882444523241134,0.4633722387019268,0.354897009005239,0.5656284647534962,0.30349874568015167,0.7402805850584595,0.28434338730939424,0.6597381371115637,0.35291224378074304,0.479495105681476,0.7139792635719331,0.392370803500097,0.7244151472591296,0.4355304523321102,0.631176459258306,0.5995468481473278,0.36499469371690774,0.7093580725078501,0.38710873111065436,0.7410070488561052,0.4244853608114936,0.8341847679585934,0.37297235598756207,0.3920841284631622,0.8402105764868153,0.3710006283620746,0.7063972586048927,0.5528331460877433,0.5975793472203588,0.5750189478342713,0.6894783252225833,0.796444369658576,0.5693649017052202,0.7516667324589897,0.7757837155546674,0.8252066409298493,0.732624207669808,0.883815651016895,1.0,1.0,0.9475644815451991,1.0,0.7004280960032208,1.0,1.0,0.8728803848557108,1.0,1.0,0.7074556965488846,0.6525015158737378,0.5851080007302029,0.6463155877684439,0.5635976236933342,0.6184967490608113,0.680112909326565,0.6257705564086052,0.6437464506299726,0.6966446800717868,0.46296287935744745,0.552380805939998,0.43474264172158417,0.4127919491316406,0.34402914627327746,0.6148316898674031,0.46350985718965176,0.3309349208061867,0.5723189843020895,0.36729106867773914,0.5633824916507292,0.3229509708556189,0.7427759716120752,0.2706960857024229,0.6325111340187348,0.5736943742072117,0.313881544721167,0.7201196648149849,0.310256928465142,0.7306301587868506,0.4819518047972804,0.509806459565459,0.37476867043367756,0.5433459909362481,0.7514700889743248,0.3803757109837783,0.7609639132061421,0.32941606541032886,0.483472198275009,0.541661382103958,0.38204500092914717,0.828145134125646,0.2508983045608678,0.832394559694162,0.26567805280499657,0.8268871423608672,0.3304506359163656,0.34827985176796045,0.6567699610675883,0.2843138782152903,0.8498320246290592,0.31714283385917746,0.4571714952488053,0.4134971094994042,0.4257190742006808,0.7310718114848583,0.298357254365115,0.7018047848311622,0.4979089929031162,0.37318630519397655,0.6609071367838051,0.33167855684449776,0.6469452980636317
8,129.19921875,2168.9840356605696,2584.9602449531426,4737.3046875,0.076904296875,0.5686868202718595,0.6467663083007577,0.6752865761616214,0.5841405730407867,0.8183240774172162,0.6433379723204793,0.743769673370356,0.7359699918343284,0.7806262364404867,0.8370196461147392,0.44186750799561786,0.6287448775733431,0.4436923740789116,0.5913252761564913,0.46663198949682305,0.4935145787574632,0.6798766458843677,0.5039182188622419,0.6493367507925493,0.5160717242050217,0.5480923876489348,0.4988574677305274,0.5552951763578615,0.6725785595288485,0.39038675190055433,0.6842425095876028,0.37415339259629443,0.5137560811014654,0.6707853064853392,0.3696235403903998,0.7046603988432476,0.4317882568192044,0.811774563153033,0.4528036715951026,0.6477100743594326,0.8047015486463613,0.6626456926833806,0.6870635190159713,0.43075104464317215,0.7518498943436398,0.4173986940826704,0.5078746034387214,0.5447953672233159,0.6108058762064562,0.6979623427047128,0.5796889315833011,0.588615246458496,0.6280781964798956,0.6072838416955448,0.6980499645429699,0.5152134413828382,0.6716778515038389,0.7533061403680025,0.8864933676542779,1.0,0.9842208121426506,0.9486541339543698,0.8006681746444748,0.9458876935485003,1.0,0.8311477943668655,1.0,0.9714417658636261,0.6636342701159424,0.6833546821702763,0.730768993187926,0.6529977256772632,0.5548441510771956,0.7387796094292043,0.6931801285622032,0.7280869116374247,0.7359608205980189,0.7564325976432863,0.7288555848971066,0.5909663376382646,0.41412820464134126,0.506559970833315,0.3800348393801616,0.5114510805620585,0.5321459667942463,0.29986332444711805,0.5431734316693695,0.33505710061222704,0.5165568506214577,0.3845159471296705,0.7235567352012593,0.5536714371342706,0.3915733868455741,0.6852697398691787,0.2996485289242592,0.6103681568180799,0.43862794654890735,0.3670472260396116,0.6689418841322599,0.3292475550048778,0.6610923599265965,0.3451243922032698,0.8567458594271549,0.3511294214727321,0.5697684039370655,0.7488548078926214,0.43801006828795275,0.8215852467467306,0.3442139559519499,0.7681803778737615,0.29572957368641944,0.8103251449598318,0.4638789523635961,0.3473015326079135,0.7216783393157382,0.30039524932026973,0.6705728207149404,0.291238627424781,0.3741664024122838,0.7428025361893265,0.32336349900462125,0.6948921195328818,0.3860157988916594,0.7578012119128212,0.3732391873325393,0.5746806383934449,0.6336040398237605,0.4471661379282251,0.7961925928373581,0.45226105497238034,0.6261381030783987
9,129.19921875,1855.5592053674727,2267.3732281876237,3822.1435546875,0.06787109375,0.8262169196839894,0.7357286447763175,0.7940253558805809,0.7832761598503227,1.0,0.828432903702875,0.6706414175721466,1.0,0.9232862823635294,0.7089517062357151,0.510109634024476,0.7009664306792491,0.5615195109969998,0.5863537041311269,0.7130308492507357,0.528191435061607,0.7702146471951284,0.592079964215904,0.700212149229849,0.5543063394070198,0.4408924765780082,0.6229526489058766,0.3159357277804141,0.6757605553572426,0.410981746578576,0.5936579616283135,0.5025494384044342,0.39327187403357955,0.6070796937034636,0.31126948614780325,0.40610490703343993,0.5561386077553533,0.6498540927146359,0.4145345175235948,0.4350396264345646,0.7225968534594898,0.44225998062408495,0.5516932205269613,0.6189478067724667,0.47496186345060687,0.530265587214869,0.4894462792241564,0.7039008036902893,0.5841428731391518,0.6845849398172745,0.5957181314467384,0.6424559455368928,0.5620701187075827,0.502349358281631,0.5802307797516668,0.56030331511955,0.5479337263606043,0.7992387164288688,0.8046948835623913,1.0,0.9100913313565908,0.81240249278642,1.0,0.9022021017414,0.9980124069190082,0.8344494065536266,1.0,0.9544728454700433,0.7382594061559158,0.6192236502447039,0.663544273046978,0.6347924262907605,0.6580750970937741,0.7501737632028775,0.6649924161354087,0.6547960397661499,0.7084176266365476,0.7680685315915174,0.6000748234542551,0.5794669507727104,0.38382006628231435,0.4265505162571901,0.5638888970235194,0.4005657043401625,0.43806407739380215,0.4382816558460279,0.5134009470821752,0.4055166980084388,0.4293678229234485,0.40189653150840643,0.38323899154816976,0.7010782584308027,0.3178261053755814,0.6101070432127073,0.4052166251630916,0.3732652163190422,0.5880592957097467,0.30851671407558756,0.3367504531904044,0.3870881648958574,0.8300216101495672,0.4188444417987267,0.5368397499148069,0.5174545703720763,0.32825965772692245,0.6430840351029272,0.34954002162555314,0.6489572013797371,0.4813035454366684,0.3713186028671227,0.5385359743674303,0.3478423132359243,0.7966733794114707,0.30028929808966437,0.6588512141285838,0.3583554026532084,0.33168785950857305,0.7612633347899287,0.24310310253921721,0.32223090445036906,0.38999079125747205,0.7068309386620979,0.606771135658285,0.5186116370682684,0.6718694916933042,0.5824389989333192,0.6194016375822665,0.49409096512962064,0.8012253929653071,0.5569689397624957,0.3972284278070887
